Record ID,Date-time 1,Date-time 2,Season,Station ID,Class,SpeciesID,Temperature,Number of individuals,Water use,Behavior
168,12/10/2018 19:39,NA,Rainy,4,Aves,Dendrocincla homochroa,27,1,Yes,Bathing
169,16/10/2018 19:16,NA,Rainy,4,Aves,Dendrocincla homochroa,27,1,No,Foraging
170,17/10/2018 19:02,NA,Rainy,4,Aves,Dendrocincla homochroa,27,1,No,Passing
171,19/10/2018 15:36,19/10/2018 15:39,Rainy,4,Aves,Dendrocincla homochroa,31,1,Yes,Bathing
172,20/10/2018 18:56,NA,Rainy,4,Aves,Dendrocincla homochroa,27,1,Yes,Bathing
173,02/11/2018 18:20,NA,Dry,4,Aves,Dendrocincla homochroa,23,1,Yes,Bathing
174,04/11/2018 18:20,NA,Dry,4,Aves,Dendrocincla homochroa,26,1,Yes,Bathing
175,06/11/2018 15:12,06/11/2018 15:13,Dry,4,Aves,Dendrocincla homochroa,32,1,Yes,Bathing
176,08/11/2018 17:50,NA,Dry,4,Aves,Dendrocincla homochroa,30,1,Yes,Bathing
177,02/10/2019 05:25,NA,Rainy,4,Aves,Dendrocincla homochroa,26,1,No,Foraging
178,06/10/2019 01:10,NA,Rainy,4,Aves,Dendrocincla homochroa,32,1,No,Foraging
179,17/10/2019 02:35,NA,Rainy,4,Aves,Dendrocincla homochroa,32,1,No,Foraging
180,20/10/2019 22:28,NA,Rainy,4,Aves,Dendrocincla homochroa,28,1,No,Foraging
181,19/12/2019 05:17,19/12/2019 05:20,Dry,4,Aves,Dendrocincla homochroa,18,2,No,Foraging
182,19/12/2019 23:24,20/12/2019 02:29,Dry,4,Aves,Dendrocincla homochroa,22,2,Yes,Bathing
183,12/02/2020 00:44,NA,Dry,4,Aves,Dendrocincla homochroa,36,1,No,Foraging
184,15/03/2019 09:42,NA,Dry,4,Aves,Dumetella carolinensis,27,1,No,Passing
185,29/12/2019 04:09,29/12/2019 04:09,Dry,4,Aves,Dumetella carolinensis,27,1,No,Foraging
186,23/01/2020 00:03,NA,Dry,4,Aves,Dumetella carolinensis,27,1,No,Foraging
187,26/01/2020 03:41,NA,Dry,4,Aves,Dumetella carolinensis,27,1,No,Foraging
188,07/02/2019 16:35,07/02/2019 16:36,Dry,4,Mammalia,Eira barbara,31,1,Yes,Drinking
189,13/04/2019 10:04,13/04/2019 10:17,Dry,4,Mammalia,Eira barbara,32,1,Yes,Drinking
190,14/04/2019 11:00,14/04/2019 11:00,Dry,4,Mammalia,Eira barbara,37,1,Yes,Drinking
191,24/04/2019 06:50,24/04/2019 06:51,Dry,4,Mammalia,Eira barbara,22,1,Yes,Drinking
192,13/05/2019 13:24,13/05/2019 13:26,Rainy,4,Mammalia,Eira barbara,43,1,Yes,Drinking
193,15/06/2019 13:37,NA,Rainy,4,Mammalia,Eira barbara,38,1,Yes,Drinking
194,18/07/2019 09:35,NA,Rainy,4,Mammalia,Eira barbara,27,1,Yes,Drinking
195,29/07/2019 17:32,NA,Rainy,4,Mammalia,Eira barbara,28,1,No,Passing
196,20/12/2019 00:01,NA,Dry,4,Aves,Habia fuscicauda,25,1,No,Foraging
197,18/12/2018 11:43,24/12/2018 17:15,Dry,4,Aves,Hylocichla mustelina,25,1,Yes,Bathing/Drinking
198,26/01/2020 00:50,26/01/2020 00:51,Dry,4,Aves,Hylocichla mustelina,31,1,No,Foraging
199,27/01/2020 01:32,27/01/2020 03:21,Dry,4,Aves,Hylocichla mustelina,31,1,No,Foraging
200,28/01/2020 05:00,NA,Dry,4,Aves,Hylocichla mustelina,27,1,No,Foraging
201,06/11/2018 14:29,06/11/2018 14:33,Dry,4,Aves,Lepidocolaptes souleyetii,32,1,Yes,Bathing
202,06/11/2018 16:17,NA,Dry,4,Aves,Lepidocolaptes souleyetii,32,1,No,Foraging
203,08/12/2018 14:18,NA,Dry,4,Aves,Lepidocolaptes souleyetii,28,1,No,Foraging
204,12/04/2019 13:03,NA,Dry,4,Aves,Mniotilta varia,42,1,No,Foraging
205,13/04/2019 12:53,NA,Dry,4,Aves,Mniotilta varia,43,1,Yes,Drinking
206,13/04/2019 13:56,NA,Dry,4,Aves,Mniotilta varia,43,1,Yes,Drinking
207,13/04/2019 13:58,NA,Dry,4,Aves,Mniotilta varia,45,1,Yes,Drinking
208,14/04/2019 11:18,14/04/2019 11:19,Dry,4,Aves,Mniotilta varia,38,1,Yes,Drinking
209,14/04/2019 12:04,NA,Dry,4,Aves,Mniotilta varia,42,1,No,Foraging
210,21/04/2019 13:50,NA,Dry,4,Aves,Mniotilta varia,41,1,No,Passing
211,24/10/2018 16:24,24/10/2018 16:28,Rainy,4,Mammalia,Nasua narica,32,7,Yes,Drinking
212,19/11/2018 07:21,19/11/2018 14:12,Dry,4,Mammalia,Nasua narica,22,3,Yes,Drinking
213,24/12/2018 17:43,24/12/2018 17:59,Dry,4,Mammalia,Nasua narica,26,3,Yes,Drinking
214,23/03/2019 07:34,23/03/2019 07:38,Dry,4,Mammalia,Nasua narica,18,1,No,Foraging
215,28/03/2019 18:03,28/03/2019 18:15,Dry,4,Mammalia,Nasua narica,31,6,No,Foraging
216,31/03/2019 08:48,31/03/2019 09:30,Dry,4,Mammalia,Nasua narica,27,1,No,Foraging
217,02/04/2019 17:26,02/04/2019 17:27,Dry,4,Mammalia,Nasua narica,33,1,No,Foraging
218,05/04/2019 06:22,05/04/2019 06:28,Dry,4,Mammalia,Nasua narica,22,2,No,Foraging
219,07/04/2019 09:05,07/04/2019 09:08,Dry,4,Mammalia,Nasua narica,27,3,No,Foraging
220,08/04/2019 15:35,08/04/2019 15:40,Dry,4,Mammalia,Nasua narica,37,2,No,Foraging
221,23/04/2019 10:00,23/04/2019 10:00,Dry,4,Mammalia,Nasua narica,30,1,Yes,Drinking
222,24/04/2019 11:52,24/04/2019 13:08,Dry,4,Mammalia,Nasua narica,36,6,Yes,Drinking
223,16/05/2019 15:19,16/05/2019 15:32,Rainy,4,Mammalia,Nasua narica,42,5,Yes,Drinking
224,18/05/2019 16:15,18/05/2019 16:28,Rainy,4,Mammalia,Nasua narica,41,1,Yes,Drinking
225,19/05/2019 13:12,19/05/2019 13:12,Rainy,4,Mammalia,Nasua narica,40,1,Yes,Drinking
226,21/05/2019 12:03,21/05/2019 12:08,Rainy,4,Mammalia,Nasua narica,36,1,Yes,Drinking
227,28/05/2019 16:41,28/05/2019 16:53,Rainy,4,Mammalia,Nasua narica,37,3,Yes,Drinking
228,29/05/2019 13:48,29/05/2019 13:48,Rainy,4,Mammalia,Nasua narica,45,1,No,Foraging
229,09/06/2019 11:22,09/06/2019 11:26,Rainy,4,Mammalia,Nasua narica,37,1,Yes,Drinking
230,10/06/2019 07:32,10/06/2019 16:54,Rainy,4,Mammalia,Nasua narica,26,2,Yes,Drinking
231,18/06/2019 12:40,18/06/2019 12:41,Rainy,4,Mammalia,Nasua narica,38,1,Yes,Drinking
232,19/06/2019 13:50,NA,Rainy,4,Mammalia,Nasua narica,38,1,Yes,Drinking
233,24/06/2019 12:13,24/06/2019 14:06,Rainy,4,Mammalia,Nasua narica,37,4,Yes,Drinking
234,08/07/2019 11:57,NA,Rainy,4,Mammalia,Nasua narica,32,1,Yes,Drinking
235,09/07/2019 09:33,09/07/2019 09:34,Rainy,4,Mammalia,Nasua narica,26,1,Yes,Drinking
236,28/07/2019 17:04,NA,Rainy,4,Mammalia,Nasua narica,37,1,No,Foraging
237,12/08/2019 15:07,12/08/2019 15:08,Rainy,4,Mammalia,Nasua narica,42,1,No,Foraging
238,20/08/2019 04:58,20/08/2019 05:05,Rainy,4,Mammalia,Nasua narica,33,4,Yes,Drinking
239,29/08/2019 23:20,29/08/2019 23:21,Rainy,4,Mammalia,Nasua narica,33,1,No,Foraging
240,24/11/2019 04:33,24/11/2019 04:36,Dry,4,Mammalia,Nasua narica,27,1,Yes,Drinking
241,31/12/2019 23:30,NA,Dry,4,Mammalia,Nasua narica,27,1,Yes,Drinking
242,17/01/2020 23:23,NA,Dry,4,Mammalia,Nasua narica,25,1,No,Passing
243,06/02/2020 19:57,06/02/2020 23:16,Dry,4,Mammalia,Nasua narica,22,2,Yes,Drinking
244,07/02/2020 19:55,08/02/2020 05:00,Dry,4,Mammalia,Nasua narica,22,2,Yes,Drinking
245,11/02/2020 04:46,11/02/2020 05:34,Dry,4,Mammalia,Nasua narica,30,4,Yes,Drinking
246,12/02/2020 04:09,12/02/2020 05:24,Dry,4,Mammalia,Nasua narica,31,2,Yes,Drinking
247,24/07/2019 09:31,24/07/2019 09:33,Rainy,4,Aves,Patagioenas speciosa,27,1,No,Foraging
248,24/07/2019 09:39,NA,Rainy,4,Aves,Patagioenas speciosa,28,1,No,Foraging
249,23/08/2018 08:51,23/08/2018 08:54,Rainy,4,Aves,Penelope purpurascens,23,1,Yes,Drinking
250,28/08/2018 17:21,28/08/2018 17:26,Rainy,4,Aves,Penelope purpurascens,30,1,Yes,Drinking
251,01/09/2018 11:23,01/09/2018 11:39,Rainy,4,Aves,Penelope purpurascens,30,1,Yes,Drinking
252,02/09/2018 07:14,02/09/2018 13:29,Rainy,4,Aves,Penelope purpurascens,25,1,Yes,Drinking
253,03/09/2018 12:33,03/09/2018 16:44,Rainy,4,Aves,Penelope purpurascens,30,1,Yes,Drinking
254,04/09/2018 13:40,04/09/2018 18:39,Rainy,4,Aves,Penelope purpurascens,37,1,Yes,Drinking
255,16/11/2018 15:04,16/11/2018 15:57,Dry,4,Aves,Penelope purpurascens,25,1,Yes,Drinking
256,17/04/2019 15:27,17/04/2019 15:30,Dry,4,Aves,Penelope purpurascens,41,1,Yes,Drinking
257,18/04/2019 10:10,18/04/2019 10:16,Dry,4,Aves,Penelope purpurascens,31,1,Yes,Drinking
258,17/07/2019 10:40,17/07/2019 10:41,Rainy,4,Aves,Penelope purpurascens,31,1,Yes,Drinking
259,29/12/2019 22:20,29/12/2019 22:24,Dry,4,Aves,Penelope purpurascens,27,1,Yes,Drinking
260,05/01/2020 00:05,05/01/2020 00:06,Dry,4,Aves,Penelope purpurascens,22,1,Yes,Drinking
261,24/01/2020 23:51,24/01/2020 23:54,Dry,4,Aves,Penelope purpurascens,25,1,Yes,Drinking
262,28/01/2020 19:40,28/01/2020 21:36,Dry,4,Aves,Penelope purpurascens,21,1,Yes,Drinking
263,23/12/2018 11:49,NA,Dry,4,Aves,Ramphastos sulfuratus,30,1,No,Foraging
264,30/11/2019 21:35,NA,Dry,4,Aves,Ramphastos sulfuratus,26,1,No,Foraging
265,24/08/2018 07:20,NA,Rainy,4,Mammalia,Sciurus deppei,21,1,No,Passing
266,02/09/2018 09:23,NA,Rainy,4,Mammalia,Sciurus deppei,27,1,No,Passing
267,09/10/2018 07:52,09/10/2018 07:52,Rainy,4,Mammalia,Sciurus deppei,22,1,No,Passing
268,20/11/2018 07:04,NA,Dry,4,Mammalia,Sciurus deppei,22,1,No,Passing
269,21/11/2018 14:58,21/11/2018 14:59,Dry,4,Mammalia,Sciurus deppei,30,1,Yes,Drinking
270,18/12/2018 10:58,NA,Dry,4,Mammalia,Sciurus deppei,22,1,No,Foraging
271,30/01/2019 11:59,30/01/2019 11:59,Dry,4,Mammalia,Sciurus deppei,27,1,Yes,Drinking
272,11/03/2019 17:43,NA,Dry,4,Mammalia,Sciurus deppei,32,1,No,Foraging
273,13/03/2019 18:21,NA,Dry,4,Mammalia,Sciurus deppei,32,1,No,Foraging
274,21/03/2019 08:43,21/03/2019 08:44,Dry,4,Mammalia,Sciurus deppei,22,1,No,Foraging
275,25/03/2019 18:35,NA,Dry,4,Mammalia,Sciurus deppei,33,1,No,Foraging
276,29/03/2019 07:47,NA,Dry,4,Mammalia,Sciurus deppei,22,1,No,Passing
277,30/03/2019 07:06,NA,Dry,4,Mammalia,Sciurus deppei,20,1,No,Foraging
278,03/04/2019 17:32,03/04/2019 17:34,Dry,4,Mammalia,Sciurus deppei,32,1,No,Foraging
279,07/04/2019 18:48,NA,Dry,4,Mammalia,Sciurus deppei,32,1,No,Foraging
280,21/04/2019 08:01,21/04/2019 08:01,Dry,4,Mammalia,Sciurus deppei,20,1,No,Foraging
281,17/05/2019 06:21,NA,Rainy,4,Mammalia,Sciurus deppei,25,1,No,Foraging
282,22/05/2019 08:08,22/05/2019 08:08,Rainy,4,Mammalia,Sciurus deppei,27,1,No,Foraging
283,24/05/2019 11:04,24/05/2019 11:05,Rainy,4,Mammalia,Sciurus deppei,32,1,No,Foraging
284,27/05/2019 06:45,27/05/2019 06:45,Rainy,4,Mammalia,Sciurus deppei,22,1,No,Foraging
285,10/08/2019 07:42,NA,Rainy,4,Mammalia,Sciurus deppei,27,1,No,Foraging
286,28/08/2019 23:44,28/08/2019 23:44,Rainy,4,Mammalia,Sciurus deppei,36,1,No,Foraging
287,23/10/2019 19:45,NA,Rainy,4,Mammalia,Sciurus deppei,23,1,No,Foraging
288,02/01/2020 19:42,NA,Dry,4,Mammalia,Sciurus deppei,23,1,No,Foraging
289,10/01/2020 19:13,NA,Dry,4,Mammalia,Sciurus deppei,22,1,No,Foraging
290,11/01/2020 19:40,11/01/2020 19:54,Dry,4,Mammalia,Sciurus deppei,22,1,No,Foraging
291,14/01/2020 19:28,NA,Dry,4,Mammalia,Sciurus deppei,22,1,No,Foraging
292,17/01/2020 20:17,NA,Dry,4,Mammalia,Sciurus deppei,22,1,No,Passing
293,20/01/2020 20:24,NA,Dry,4,Mammalia,Sciurus deppei,17,1,No,Foraging
294,22/01/2020 23:44,23/01/2020 02:07,Dry,4,Mammalia,Sciurus deppei,27,1,Yes,Drinking
295,28/01/2020 22:02,NA,Dry,4,Mammalia,Sciurus deppei,27,1,No,Foraging
296,02/02/2020 18:54,NA,Dry,4,Mammalia,Sciurus deppei,13,1,No,Foraging
297,23/10/2018 08:42,NA,Rainy,4,Mammalia,Sciurus yucatanensis,21,1,No,Passing
298,26/10/2018 10:22,NA,Rainy,4,Mammalia,Sciurus yucatanensis,25,1,No,Passing
299,21/11/2018 07:38,21/11/2018 07:41,Dry,4,Mammalia,Sciurus yucatanensis,22,1,No,Passing
300,20/12/2018 07:46,20/12/2018 07:47,Dry,4,Mammalia,Sciurus yucatanensis,20,1,No,Foraging
301,30/01/2019 08:58,NA,Dry,4,Mammalia,Sciurus yucatanensis,15,1,No,Foraging
302,10/02/2019 08:34,NA,Dry,4,Mammalia,Sciurus yucatanensis,20,1,No,Foraging
303,01/06/2019 11:57,NA,Rainy,4,Mammalia,Sciurus yucatanensis,27,1,No,Foraging
304,05/11/2019 21:43,05/11/2019 21:44,Dry,4,Mammalia,Sciurus yucatanensis,23,1,No,Foraging
305,29/11/2019 18:30,NA,Dry,4,Mammalia,Sciurus yucatanensis,20,1,No,Foraging
306,01/01/2020 20:57,NA,Dry,4,Mammalia,Sciurus yucatanensis,23,1,No,Passing
307,04/10/2018 18:03,NA,Rainy,4,Aves,Setophaga citrina,26,1,No,Foraging
308,07/10/2018 17:46,07/10/2018 17:46,Rainy,4,Aves,Setophaga citrina,28,1,Yes,Bathing
309,07/10/2018 18:56,NA,Rainy,4,Aves,Setophaga citrina,27,1,Yes,Bathing
310,21/12/2018 09:58,NA,Dry,4,Aves,Setophaga citrina,18,1,Yes,Drinking
311,13/11/2018 04:59,13/11/2018 05:00,Dry,4,Mammalia,Tamandua mexicana,22,1,Yes,Drinking
312,12/03/2019 05:36,12/03/2019 05:36,Dry,4,Mammalia,Tamandua mexicana,23,1,No,Foraging
313,13/04/2019 04:56,13/04/2019 04:58,Dry,4,Mammalia,Tamandua mexicana,26,1,Yes,Drinking
314,10/08/2019 17:14,NA,Rainy,4,Mammalia,Tamandua mexicana,37,1,No,Foraging
315,20/12/2019 14:22,NA,Dry,4,Mammalia,Tamandua mexicana,17,1,No,Passing
316,27/12/2019 00:05,NA,Dry,4,Aves,Turdus grayi,22,1,No,Foraging
317,28/12/2019 04:15,28/12/2019 04:16,Dry,4,Aves,Turdus grayi,25,1,Yes,Bathing
318,04/10/2018 18:57,NA,Rainy,4,Aves,Xiphorhynchus flavigaster,25,1,Yes,Bathing
319,05/10/2018 19:34,NA,Rainy,4,Aves,Xiphorhynchus flavigaster,23,1,Yes,Bathing/Drinking
320,26/01/2019 15:35,26/01/2019 15:35,Dry,4,Aves,Xiphorhynchus flavigaster,27,1,Yes,Bathing
321,02/02/2019 14:49,02/02/2019 14:53,Dry,4,Aves,Xiphorhynchus flavigaster,33,1,Yes,Bathing
322,12/02/2019 17:06,12/02/2019 17:11,Dry,4,Aves,Xiphorhynchus flavigaster,32,1,Yes,Bathing
323,11/03/2019 16:20,11/03/2019 16:21,Dry,4,Aves,Xiphorhynchus flavigaster,35,1,No,Foraging
324,17/03/2019 14:00,NA,Dry,4,Aves,Xiphorhynchus flavigaster,32,1,No,Foraging
325,26/03/2019 08:34,NA,Dry,4,Aves,Xiphorhynchus flavigaster,22,1,No,Passing
326,14/04/2019 11:54,14/04/2019 13:08,Dry,4,Aves,Xiphorhynchus flavigaster,41,1,Yes,Drinking
327,18/07/2019 10:47,18/07/2019 10:58,Rainy,4,Aves,Xiphorhynchus flavigaster,31,1,No,Foraging
328,19/07/2019 14:02,NA,Rainy,4,Aves,Xiphorhynchus flavigaster,36,1,No,Passing
329,03/03/2019 06:58,NA,Dry,5,Aves,Ciccaba virgata,25,1,No,Foraging
330,13/09/2018 17:53,NA,Rainy,5,Aves,Dendrocincla anabatina,35,1,Yes,Bathing
331,28/09/2018 12:14,NA,Rainy,5,Aves,Dendrocincla anabatina,32,1,Yes,Drinking
332,18/01/2019 16:22,NA,Dry,5,Aves,Dendrocincla anabatina,32,1,Yes,Bathing
333,28/01/2019 18:33,NA,Dry,5,Aves,Dendrocincla anabatina,26,1,No,Foraging
